,Sno,Headline,Covid,Sentiment,Covid_punct,clean_covid,clean_covid_v2,clean_covid_v3,clean_covid_v4,clean_covid_v5,clean_covid_v6,covid_token,covid_token_filtered,covid_stemmed,covid_lemmatized
1802,1802,Restrictions imposed during lockdown to continue in Gautam Buddha Nagar till Apr 30,1,0,Restrictions imposed during lockdown to continue in Gautam Buddha Nagar till Apr ,Restrictions imposed during lockdown to continue in Gautam Buddha Nagar till Apr ,Restrictions imposed during lockdown to continue in Gautam Buddha Nagar till Apr ,Restrictions imposed during lockdown to continue in Gautam Buddha Nagar till Apr ,restrictions imposed during lockdown to continue in gautam buddha nagar till apr ,restrictions imposed during lockdown to continue in gautam buddha nagar till apr ,restrictions imposed during lockdown to continue in gautam buddha nagar till apr ,"['restrictions', 'imposed', 'during', 'lockdown', 'to', 'continue', 'in', 'gautam', 'buddha', 'nagar', 'till', 'apr']","['restrictions', 'imposed', 'lockdown', 'continue', 'gautam', 'buddha', 'nagar', 'till', 'apr']",restrict impos lockdown continu gautam buddha nagar till apr,restriction imposed lockdown continue gautam buddha nagar till apr
1803,1803,"Govt releases COVID-19 containment plan for large outbreaks as cases cross 3,000",1,1,Govt releases COVID containment plan for large outbreaks as cases cross ,Govt releases COVID containment plan for large outbreaks as cases cross ,Govt releases COVID containment plan for large outbreaks as cases cross ,Govt releases COVID containment plan for large outbreaks as cases cross ,govt releases covid containment plan for large outbreaks as cases cross ,govt releases covid containment plan for large outbreaks as cases cross ,govt releases covid containment plan for large outbreaks as cases cross ,"['govt', 'releases', 'covid', 'containment', 'plan', 'for', 'large', 'outbreaks', 'as', 'cases', 'cross']","['govt', 'releases', 'covid', 'containment', 'plan', 'large', 'outbreaks', 'cases', 'cross']",govt releas covid contain plan larg outbreak case cross,govt release covid containment plan large outbreak case cross
1804,1804,People in Tamil Nadu can buy essentials between 6 am to 1 pm: CM,1,1,People in Tamil Nadu can buy essentials between  am to  pm CM,People in Tamil Nadu can buy essentials between  am to  pm CM,People in Tamil Nadu can buy essentials between  am to  pm CM,People in Tamil Nadu can buy essentials between  am to  pm CM,people in tamil nadu can buy essentials between  am to  pm cm,people in tamil nadu can buy essentials between  am to  pm cm,people in tamil nadu can buy essentials between  am to  pm cm,"['people', 'in', 'tamil', 'nadu', 'can', 'buy', 'essentials', 'between', 'am', 'to', 'pm', 'cm']","['people', 'tamil', 'nadu', 'buy', 'essentials', 'pm', 'cm']",peopl tamil nadu buy essenti pm cm,people tamil nadu buy essential pm cm
1805,1805,"Coronavirus cases in India rise to 3,374; death toll reaches 77",1,0,Coronavirus cases in India rise to  death toll reaches ,Coronavirus cases in India rise to  death toll reaches ,Coronavirus cases in India rise to  death toll reaches ,Coronavirus cases in India rise to  death toll reaches ,coronavirus cases in india rise to  death toll reaches ,coronavirus cases in india rise to  death toll reaches ,coronavirus cases in india rise to  death toll reaches ,"['coronavirus', 'cases', 'in', 'india', 'rise', 'to', 'death', 'toll', 'reaches']","['coronavirus', 'cases', 'india', 'rise', 'death', 'toll', 'reaches']",coronaviru case india rise death toll reach,coronavirus case india rise death toll reach
1806,1806,Govt releases advisory to start rapid antibody test for coronavirus at hotspots,1,1,Govt releases advisory to start rapid antibody test for coronavirus at hotspots,Govt releases advisory to start rapid antibody test for coronavirus at hotspots,Govt releases advisory to start rapid antibody test for coronavirus at hotspots,Govt releases advisory to start rapid antibody test for coronavirus at hotspots,govt releases advisory to start rapid antibody test for coronavirus at hotspots,govt releases advisory to start rapid antibody test for coronavirus at hotspots,govt releases advisory to start rapid antibody test for coronavirus at hotspots,"['govt', 'releases', 'advisory', 'to', 'start', 'rapid', 'antibody', 'test', 'for', 'coronavirus', 'at', 'hotspots']","['govt', 'releases', 'advisory', 'start', 'rapid', 'antibody', 'test', 'coronavirus', 'hotspots']",govt releas advisori start rapid antibodi test coronaviru hotspot,govt release advisory start rapid antibody test coronavirus hotspot
1807,1807,Trump requests PM Modi to release Hydroxychloroquine ordered by US,1,0,Trump requests PM Modi to release Hydroxychloroquine ordered by US,Trump requests PM Modi to release Hydroxychloroquine ordered by US,Trump requests PM Modi to release Hydroxychloroquine ordered by US,Trump requests PM Modi to release Hydroxychloroquine ordered by US,trump requests pm modi to release hydroxychloroquine ordered by us,trump requests pm modi to release hydroxychloroquine ordered by us,trump requests pm modi to release hydroxychloroquine ordered by us,"['trump', 'requests', 'pm', 'modi', 'to', 'release', 'hydroxychloroquine', 'ordered', 'by', 'us']","['trump', 'requests', 'pm', 'modi', 'release', 'hydroxychloroquine', 'ordered', 'us']",trump request pm modi releas hydroxychloroquin order us,trump request pm modi release hydroxychloroquine ordered u
1808,1808,3 Air India passengers from separate flights test positive for COVID-19,1,0, Air India passengers from separate flights test positive for COVID, Air India passengers from separate flights test positive for COVID, Air India passengers from separate flights test positive for COVID, Air India passengers from separate flights test positive for COVID, air india passengers from separate flights test positive for covid, air india passengers from separate flights test positive for covid, air india passengers from separate flights test positive for covid,"['air', 'india', 'passengers', 'from', 'separate', 'flights', 'test', 'positive', 'for', 'covid']","['air', 'india', 'passengers', 'separate', 'flights', 'test', 'positive', 'covid']",air india passeng separ flight test posit covid,air india passenger separate flight test positive covid
1809,1809,JNU student threatens to spread COVID-19 when stopped from leaving campus,1,0,JNU student threatens to spread COVID when stopped from leaving campus,JNU student threatens to spread COVID when stopped from leaving campus,JNU student threatens to spread COVID when stopped from leaving campus,JNU student threatens to spread COVID when stopped from leaving campus,jnu student threatens to spread covid when stopped from leaving campus,jnu student threatens to spread covid when stopped from leaving campus,jnu student threatens to spread covid when stopped from leaving campus,"['jnu', 'student', 'threatens', 'to', 'spread', 'covid', 'when', 'stopped', 'from', 'leaving', 'campus']","['jnu', 'student', 'threatens', 'spread', 'covid', 'stopped', 'leaving', 'campus']",jnu student threaten spread covid stop leav campu,jnu student threatens spread covid stopped leaving campus
1810,1810,"Postman in Odisha tests COVID-19 +ve, govt asks thousands to self-quarantine ",1,0,Postman in Odisha tests COVID ve govt asks thousands to selfquarantine ,Postman in Odisha tests COVID ve govt asks thousands to selfquarantine ,Postman in Odisha tests COVID ve govt asks thousands to selfquarantine ,Postman in Odisha tests COVID ve govt asks thousands to selfquarantine ,postman in odisha tests covid ve govt asks thousands to selfquarantine ,postman in odisha tests covid ve govt asks thousands to selfquarantine ,postman in odisha tests covid ve govt asks thousands to selfquarantine ,"['postman', 'in', 'odisha', 'tests', 'covid', 've', 'govt', 'asks', 'thousands', 'to', 'selfquarantine']","['postman', 'odisha', 'tests', 'covid', 'govt', 'asks', 'thousands', 'selfquarantine']",postman odisha test covid govt ask thousand selfquarantin,postman odisha test covid govt asks thousand selfquarantine
1811,1811,"37-yr-old man, suspected to be COVID-19 patient, attempts suicide at Delhi hospital",1,0,yrold man suspected to be COVID patient attempts suicide at Delhi hospital,yrold man suspected to be COVID patient attempts suicide at Delhi hospital,yrold man suspected to be COVID patient attempts suicide at Delhi hospital,yrold man suspected to be COVID patient attempts suicide at Delhi hospital,yrold man suspected to be covid patient attempts suicide at delhi hospital,yrold man suspected to be covid patient attempts suicide at delhi hospital,yrold man suspected to be covid patient attempts suicide at delhi hospital,"['yrold', 'man', 'suspected', 'to', 'be', 'covid', 'patient', 'attempts', 'suicide', 'at', 'delhi', 'hospital']","['yrold', 'man', 'suspected', 'covid', 'patient', 'attempts', 'suicide', 'delhi', 'hospital']",yrold man suspect covid patient attempt suicid delhi hospit,yrold man suspected covid patient attempt suicide delhi hospital
1812,1812,7 out of 10 COVID-19 patients cured in Chhattisgarh: CM Bhupesh Baghel,1,1, out of  COVID patients cured in Chhattisgarh CM Bhupesh Baghel, out of  COVID patients cured in Chhattisgarh CM Bhupesh Baghel, out of  COVID patients cured in Chhattisgarh CM Bhupesh Baghel, out of  COVID patients cured in Chhattisgarh CM Bhupesh Baghel, out of  covid patients cured in chhattisgarh cm bhupesh baghel, out of  covid patients cured in chhattisgarh cm bhupesh baghel, out of  covid patients cured in chhattisgarh cm bhupesh baghel,"['out', 'of', 'covid', 'patients', 'cured', 'in', 'chhattisgarh', 'cm', 'bhupesh', 'baghel']","['covid', 'patients', 'cured', 'chhattisgarh', 'cm', 'bhupesh', 'baghel']",covid patient cure chhattisgarh cm bhupesh baghel,covid patient cured chhattisgarh cm bhupesh baghel
1813,1813,"COVID-19 test, treatment to be free for 50 crore Ayushman Bharat beneficiaries",1,1,COVID test treatment to be free for  crore Ayushman Bharat beneficiaries,COVID test treatment to be free for  crore Ayushman Bharat beneficiaries,COVID test treatment to be free for  crore Ayushman Bharat beneficiaries,COVID test treatment to be free for  crore Ayushman Bharat beneficiaries,covid test treatment to be free for  crore ayushman bharat beneficiaries,covid test treatment to be free for  crore ayushman bharat beneficiaries,covid test treatment to be free for  crore ayushman bharat beneficiaries,"['covid', 'test', 'treatment', 'to', 'be', 'free', 'for', 'crore', 'ayushman', 'bharat', 'beneficiaries']","['covid', 'test', 'treatment', 'free', 'crore', 'ayushman', 'bharat', 'beneficiaries']",covid test treatment free crore ayushman bharat beneficiari,covid test treatment free crore ayushman bharat beneficiary
1814,1814,"No plan to close border, Tamil Nadu people our brothers: Kerala CM Vijayan",1,0,No plan to close border Tamil Nadu people our brothers Kerala CM Vijayan,No plan to close border Tamil Nadu people our brothers Kerala CM Vijayan,No plan to close border Tamil Nadu people our brothers Kerala CM Vijayan,No plan to close border Tamil Nadu people our brothers Kerala CM Vijayan,no plan to close border tamil nadu people our brothers kerala cm vijayan,no plan to close border tamil nadu people our brothers kerala cm vijayan,no plan to close border tamil nadu people our brothers kerala cm vijayan,"['no', 'plan', 'to', 'close', 'border', 'tamil', 'nadu', 'people', 'our', 'brothers', 'kerala', 'cm', 'vijayan']","['plan', 'close', 'border', 'tamil', 'nadu', 'people', 'brothers', 'kerala', 'cm', 'vijayan']",plan close border tamil nadu peopl brother kerala cm vijayan,plan close border tamil nadu people brother kerala cm vijayan
